Text,Rating
ЗХочу выразить благодарность тех.поддержке банка Тинькофф.это лучшая тех поддержка среди всех банков любой вопрос решается быстро и в пользу клиента диликатны добры и все исключительно по теме твоего вопроса обращался . . г.время местного в мне уже ответили на мой вопрос С вопросом о акцый приведи другу спецыолист Илья идентификатор ответил мне быстро и по теме все условия акцийясно и понятно рассказал обращался в чат в онлайн банк Приложения Тенькофф что я могу сказать банк хорош во всем Спицыолисты знают свое дело Спасибо банку Тенькофф,5
Отличный банк. Хороший кешбек. Отличная поддержка и хороший сайт. Все очень доступно и для людей. Кредит выдает под отлынфе проценты и все прозрачно. Нет никаких подводный камней. Если есть вопросы поддержка отвечает быстро и доступно. Также есть хорошая кредитная карта на дней без процентов на покупки в МТС салоне.,5
Сегодня мне на электронную почту пришло письмо о скидках в день рождения в мвидео я сделала заказ и пыталась оплатить банк платёж отклонил и со мной сразу связались. Объяснили что это мошенники сразу заблокировали карту записали данные мошенников сделали заявку на перевыпуск и назначили встречу с представителем чтобы я получила новую карту. Спасибо огромное банку Тинькофф за бдительность и оперативность. Не дали случиться плохому в день рождения.,5
Хочу похвалить поддержку банка Тинькофф всегда оперативно и четко решают все проблемы. Последний раз возникли вопросы по детской карте не понятно было как тратить бонусы. Сотрудник Егор подробно объяснил как компенсировать покупки бонусами. Мне стало понятно почему у меня сейчас нет возможности компенсации потому что покупки сделаны в категориях которые не компенсируют.,5
Вот и я стала жертвой мошенников. Развели на подработку в Вайлдберриз. Ставила лайки на высланные товары получала вознаграждение. Но тут было новое задание выкупить товар. Вот я и попалась. Перевела на карту неизвестному человеку получила свой бонус. Затем снова тоже самое задание пришло. И тут звонок из колл центра Тинькофф. Я ещё пару секунд сомневалась почему мне заморозили перевод. Но девушка из колл центра все подробно рассказала как действуют эти люди всё было как под копирку. Благодарю оператора к сожалению в расстроенных чувствах забыла имя за быстрое реагирование за советы за отмену последнего перевода мошеннику,5
С моей стороны было обращение по расчету кэшбэка за покупки.По моим расчетам не сходилась сумма начисляемого кэшбека оператор направил заявку и выяснилось что Сумма в итоге оказалась отрицательной из за возврата товара на который был зачислен кэшбэк.Банк решил проблему в мою пользу и компенсировал этот кэшбэк зачислив данную сумму на карту.Спасибо за клиентоориентированность,5
Здравствуйте. Я испытываю очень много проблем с работой этого банка где за каждый миллион требуют показать где я его взял и почемй я его снял со совего счета даже если я его положил через банкомат это полный беспредел. Требуют предоставить массу бумаг и справок что бы я показал что эти деньги мои. Постоянные какие то проблемы по технической части если бы не работник Вероника то я и мои коллеги которые так же страдают от этих требований то мы бы просто ушли бы в другой банк где так не заморачивают мозги. Вероника общалась с нами на протяжении более часа правда на другую тему по картам и устраняла неисправности в аккаунтах которые сделали другие работники и потушила пожар недовольства мало того она даже дала надежду что все будет хорошо и мы благодаря ей зарегистрировали и получили еще по одной карте с дизайном Аленушка это был ее вкус и ее выбор. Благодаря таким работникам банк еще как то держится на плаву и мы делаем часто вывод во время общения. Если руководство не совсем черствые и ценят своих работников то думаю что таких работников нужно премировать а если нет то я переманю ее на свои предприятия. Я попросил ее назвать мне личный номер и вот он . Вероника если прочтете это сообщение то мое уважение Вам и мой номер вы знаете если что готов взять к себе на работу. Желаю удачи.,5
Срочно понадобился перевыпуск дебетовой карты в из за того что списывали отмененную подписку за кино очень быстро ответила Оксана буквально через минуту её внутренний номер качественно и быстро помогла с проблемой всё объяснила и помогла с трудностями всё чётко и хорошо спасибо большое таким сотрудникам поддержки Тинькофф,5
Тинькофф Банк является одним из самых инновационных банков в России и его дебетовая карта это прекрасное подтверждение этого утверждения. Дебетовая карта от Тинькофф Банка предоставляет своим клиентам ряд уникальных возможностей делая опыт использования карты необычайно удобным и безопасным. Она обеспечивает высокий уровень защиты личной информации благодаря современным технологиям шифрования данных. Одной из главных преимуществ дебетовой карты является возможность снятия наличных без комиссии в любой банкомате по всему миру. Это означает что путешествуя за границу или в другом городе клиент может быть уверен в доступности своих финансов и не тратить дополнительные средства на комиссии за снятие наличных. Кроме того дебетовая карта от Тинькофф Банка предоставляет широкий спектр привилегий и бонусов своим клиентам. Например при использовании карты в ресторанах и кафе по всему миру клиент может получать значительные скидки на питание или бесплатные дополнительные услуги. Карта также предлагает программу лояльности в рамках которой клиенты получают кэшбэк на свои покупки. Еще одним преимуществом дебетовой карты является возможность оплаты покупок с помощью бесконтактной технологии что значительно упрощает процесс совершения покупок и экономит время клиента. Клиентам также доступен удобный мобильный банкинг который позволяет контролировать состояние счета осуществлять платежи а также просматривать историю транзакций в режиме реального времени. Это важная функция которая делает использование дебетовой карты еще более удобным и эффективным. В целом дебетовая карта от Тинькофф Банка это надежное и инновационное решение для управления финансами которое предоставляет клиентам удобство и безопасность в использовании их средств. Благодаря широкому спектру привилегий и возможностей эта карта является отличным выбором для тех кто ценит комфорт и функциональность. Сам пользуюсь этой картой месяцев и в отличии от других банков это самый лучший банк и карта . Спасибо тинькофф . Никакой банк не разбирает проблемы людей так глубоко как Тинькофф . Один сервис списал деньги просто так раза . Тинькофф быстро взял мою ситуацию под свое крыло и быстро вернул деньги. помогли мне . . года . Спасибо,5
При оформлении дебетовой карты на которую мне будет приходить пенсия в банке я просила отключить все платные услуги меня заверили что все отключено. Вчера посмотрела приложение а там сняли рублей за уведомление. Значит работник банка меня просто обманул сейчас нет возможности прийти в банк и отключить услугу. Но какая гарантия что в следующем месяце не снимут опять,5
. . года по предварительной договоренности посетил отделение альфа банка на профсоюзной . Давно там не был и придя был удивлен. После ремонта я не узнал офис. Ни окошек ни очередей. Я даже собрался уходить думая что зашел не в ту дверь но один из содрудников спросил по какому я вопросу пришел. Я ответил и он сказал что все верно и я ничего не перепутал . Красиво и стильно оформленный зал со свободно передвигающимися между клиентами с ноутбуками сотрудники банка. К сожалению имя сотрудника меня обслуживающего не запомнил но прошло все быстро и профессионально. Пока шло оформление взял кофе с кофе автомата здесь же стоящего. То есть хочу сказать что нет этих очередей к столу как в мавзолей . Свободная и профессиональная атмосфера. И.... информативное табло во всю стену как я понял проектируемое. Красиво. Альфа нравиться хотя владею и другими картами банков но по уровню альфа лучше. Спасибо ребята . . . Забыл сказать что взял реквизиты банка у сотрудника для перевода зарплаты на новую их карту.,1
Повелся на рекламу компании Водный мир были сомнения но думаю рискну не такие большие деньги. Сам проверил в интернете нет никакой информации ни о компании ни о получателе платежа иподозрительно но ладно делаю перевод. Тинькофф блокирует перевод и далееьзвонок из службы безопасности оказывается мои опасения были не напрасны получательм мошенник. В итоге сохранены деньги все отработано быстро и четко. Будьте внимательны друзья .,5
Обращался в приложении Хоум Банка не однократно. Всегда ответ исчерпывающий и положителен. Специалисты компетентны . Приложение Хоум Банка удобно понятно просто в обращении.При оформлении кредита так же кредитных карт нету всякого рода скрытых комиссий. . Советую на своем опыте. Хоум Банк,5
Очень разочарован опытом работы с Сбербанком. Решил заказать дебетовую карту но процесс оказался невозможным. Сначала пришлось отстоять огромную очередь в отделении банка чтобы получить информацию о процедуре оформления карты. Представитель банка был крайне некомпетентен и не мог ответить на простые вопросы. В итоге провел в отделении несколько часов но так и не получил конкретной информации. Затем я попытался заказать карту через интернет банкинг. Однако система была крайне тормозящей и неудобной в использовании. При заполнении заявки на карту мне пришлось вводить одни и те же данные несколько раз из за технических сбоев. К тому же несмотря на ввод всех требуемых данных моя заявка была отклонена без каких либо объяснений. После нескольких попыток заказать карту через разные каналы я потерял терпение и обратился в контактный центр банка. К сожалению оператор с которым мне пришлось общаться был невежлив и не смог помочь мне решить проблему. Вместо того чтобы найти решение он просто отмахнулся и сказал что мои данные не прошли проверку. В итоге я потратил кучу времени и нервов но так и не смог заказать дебетовую карту в Сбербанке. Обслуживание клиентов в этом банке на самом низком уровне коммуникация между отделениями и операционными системами банка полностью отсутствует. Не советую обращаться в этот банк если вы хотите получить качественное обслуживание и удобные условия.,4
Давно являюсь клиентом банка но на премиум тариф перешёл только как пару месяцев делюсь впечатлениями от премиум поддержки заявлено что она должна быть быстрее и грамотнее обычной. За последний месяц пришлось обратиться в поддержку дважды оба вопроса были связаны с кешбеком даже слегка удивляют скорость и лояльность поддержки. Сегодня произошла ситуация следующая хотел купить билеты с кешбеком в мобильном приложении банка кинотеатр этот там есть но купить билеты можно на все остальные фильмы кроме нужного мне. Пришлось покупать на сайте кинотеатра обратился в поддержку с вопросом будет ли кешбек за кино по категории развлечений или в описанной ситуации мне вообще не светит оператор Денис номер сотрудника в течении минут понял проблему создал обращение и кешбек сразу же был начислен как в случае если бы сеанс все таки оказался доступен для покупки в приложении банка. Такие ситуации не могут не радовать не знаю всегда ли премиум поддержка такая лояльная и справедливая но пока что я очень доволен. Добавлю наблюдение за этот период премиум поддержка реально работает шустрее быстро отвечают и в чат всегда сразу же подключается оператор без этих надоедливых ботов с абсолютно левыми советами и инструкциями что лично я ценю.,1
Обратилась в тех.поддержку касаемо комиссии оператор Алена дала исчерпывающие внимательные ответы на все мои вопросы. Чтобы мы правильно поняли друг друга я ей отправила скриншот. Она тут же посмотрела его и ответила на всё мои вопросы за что я ей благодарна проинформировала про Тинькофф . Я думала мне нужна карта платёжной системы МИР а картой мастеркард я так же могла бы оплачивать бесконтактно телефоном. Одним словом много полезной лично для меня информации начиная с комиссий и заканчивая платёжными системами и доп.картами.,5
Я использую Тинькофф Банк уже около лет и всегда всё радует. Если что то не нравится они сразу отвечают и решают проблему. Огромный выбор в сфере кэшбека. Удобный накопительный сч т с выгодными условиями. И очень много различных конкурсов и акций. Я всегда рекомендую друзьям этот банк. Приложение удобное и приятное переводы быстрые и удобные прямо с накопительного сч та переводить можно . Советую всем пользоваться Тинькофф Банком.,5
СДобрый день По итогам запроса и предоставления документа об источнике ФЗ в офисе банка предложили инициировать закрытие счета с переводом в другой банк остатков. Сообщили что заявление принято и окончательный перевод средств будет при закрытии только через дней. В то же время по той же самой процедуре моей супруге вывели Средства в тот же день и уже после закрытия в течение дней Просьба проанализировать сложившаяся ситуацию и по возможности применить единый подход к закрытию счетов со скорейшим выводом остатков.,5
августа задал интересующий меня вопрос поддержке максимально быстро получил ответ на него причём даже больше нужного написали. Оператор посоветовал способ как можно безопасно покупать в интернете устанавливая лимит на виртуальную карту. Раньше я об этом не знал поэтому информация для меня была полезна Среди всех банков которыми я пользовался у Тинькофф поддержка всех лучше работает. . Ссылка на скриншоты переписки с поддержкой,3
Здравствуйте. Устроилась на удалённую работу нужно было выполнять задания и получать за них заработную плату. Я сразу не поняла что это мошенники и отправила им деньги. Служба поддержки связалась со мной помогли остановить перевод и вернули мне деньги которые ушли бы мошенникам и я не смогла бы ничего получить . Спасибо службе безопасности и банку за бдительность .,5
Благодарю сотрудников Тинькофф Банка за оперативную помощь в предотвращении мошеннических действий. Оперативно заблокировали карту приостановили перевод который я ошибочно выслала и разблокировали карту. Всё это заняло не более мин. В очередной раз подтвердили что Тинькофф самый надёжный банк.,5
Сотрудник офиса Газпромбанка по адресу г. Санкт Петербург ул.Коменданский проспект к . Черняева Жанна приняла нас уже после окончания своего рабочего дня дружелюбно объяснила дополнительные приложения которые были для нас актуальны мы не являлись клиентами банка до этого дня пришли не за этим но теперь думаем о них всерьёз подсказала как повысить процент на накопительный счёт клиентоориентированность Были приятно удивлены и испытываем только положительные эмоции Теперь будем советовать всем своим знакомым. Огромное спасибо Жанна от новых клиентов Газпромбанка,5
Пользуюсь Тинькофф уже более двух лет и очень Доволен всем. Приложение супер мне всё нравится легко пользоваться. Не один другой банк не сравниться с Тинькофф.Если возникают какие либо проблемы то знаешь что можно позвонить оператору и твой вопрос с л гкостью решат проффесиональные сотрудники банка.,5
Пожалуй это лучший банк которым мне доводилось пользоваться. Мало того что очень много поюшек в виде кэшбэка и бонусов так ещё и оперативно и качественно работающая служба безопасности. Обезопасили мои средства от мошенничества. Также очень удобно что практически любой вопрос можно решить в мобильном приложении. Спасибо большое.,5
Много раз видела рекламу карты Альфа банка про кэшбэк . Думала развод или только в определенных категориях. Заказала карту онлайн привезла карту . . специалист Ирина. Очень подробно рассказала о всех прелестях карты помогла скачать приложение. На карте сразу счета дебетовый и кредитный. Сам решаешь откуда списывать деньги. В первый месяц действительно действует кэш на все покупки до руб.кажется . Еще один плюс если купишь что то например холодильник в течение первого месяца то целый год не платишь проценты. Своего рода беспроцентная рассрочка. Поэтому хочу воспользоваться этим предложением. Вообщем новой картой довольна и отдельное спасибо Ирине ща исчерпывающую консультацию. Буду активно использовать карту чтобы скопить кэш.,5
У Тинькофф банка была акция по начислению кешбека за покупку определенного товара в моем случае это мороженое . Я выполнила условия по данной акции приобрела определенный товар оплатила картой тинькофф и добавила чек в приложение. Я ждала начисления кешбека но он не приходил. Через дней я обратилась в поддержку банка через чат в мобильном приложении. Мне сразу ответили что по правилам кешбек по Данной акции начисляется через дней но сотрудник банка оказался клиентоориентированным и очень лояльным. мне ответили что банк понимает как важно для меня получить кешбек раньше и сообщили что уже передали мой запрос в тех службу для начисленты кешбека. И какое же было мое удивление что через минуты мне написали что кешбек уже начислен. Я проверила и действительно кешбек уже отображался в моем личном кабинете в приложении банка. С моей проблемой мне помогли разорбраться специалисты банка Тинькофф Арина и Александр. Ни в каком банке я такого профессионального подхода к решению проблем клиентов в максимальные короткие сроки не встречала. Считаю что тинькофф банк заслуживает наивысшую оценку за свой подход к клиентам. Спасибо за качественный сервис,5
Добрый день Сегодня зочу рассказать вам о своем опыте использования карты альфа банка. Надеюсь отзыв окажется вам полезен В мае месяце решила начать пользоваться Альфа банком. Для консультации я обратилась в онлайн чат. Там мне быстро и оперативно ответила консультант Полина. Девушка подробно рассказала обо всех преимуществах банк а так же рассказала какие функции предоставляются новым клиентам альфа чек и тд . После консультации с оператором у меня отпали все вопросы и сомнения и я решила заказать карту с доставкой на дом. Карту привезли через день сотрудник банка позвонил мне заранее и уточнил в какое именно время я буду свободна. Он так же рассказал о преимуществах карты и банка рассказал о возможности создать альфа стикер и привязать его к той же карте что меня очень впечатлило К сожалени сейчас приложение Альфа банка скачать на айфон невозможн однако у банка есть приложение иконку сайта добавляешь на рабочий экран и всегда имеешь к нему быстрый доступ которое полностью повторяе дизайн приложения. Для взода в него не обязательно создавать и запоминать код пароль можно просто установить и заходить в приложение всего за пару секунд. Его кстати не нужно обновлят все происходит автоматически. Итак после пользования картой Альфа банка на протяжение нескольких месяцев около я не заметила у него каких либо недостатков. Сотрудники банка на связи в любое время суток неполадок с картой также не было.,5
Обслуживание тут отличное и работает банк без багов и не дочетов и поддержка работает отлично пытался решить проблему с премиумом и сотрудник в итоге быстро и понятно о все объяснил и карту заказать не трудно и доставка прямо к дому тут даже я удивился регистрация не сложная да и добавление документов тоже,5
Обращалась августа в . спрашивала как лучше оплатить за образование оператор Софья быстро и организованно объяснила мне как работает данная функция по каким кодам проходит оплата и так далее. порадовало то что она быстро это объяснила понятно было что она написала сама а Не автоматизированный ответ как по шаблону. Обращение в поддержку оставило после себя приятное впечатление в дальнейшем буду еще обращаться когда что то будет непонятно.,5
. . обратился в поддержку Тинькофф с просьбой изменить дату выписки так как моя была неудобной и пришел к решению изменить ее. На помощь пришел агент поддержки Данил объяснил условия изменения а именно то что сначала изначальная дата выписки а последующие на то число которое я выбрал. Данил изменил мне дату выписки как я и просил на второе число. Ответил и изменил очень быстро работают отлично,5
августа Случайно зашёл в отделение банка по дороге в другой просто поинтересоваться услугами стоимостью и пришлось задержаться. Условия которые мне предложил специалист как объяснил все подробности и даже лайфхаки а точнее как обходиться без лишних расходов и даже получать преимущества одноим словом не только вежливое обслуживание но и честность и профессионализм сыграли свою роль и вот я клиент и счастливый обладатель одного из продуктов. Чуть не забыл та сотрудница банка уже собиралась уходить закончился рабочий день но чтобы я не стоял в очереди оказала мне внимание и задержалась. Как бы было хорошо если бы везде клиенты потенциальные клиенты встречали такое внимание и заботу. Спасибо большое,5
Очень доволен работой Тинькофф банка Обслуживание клиентов на высшем уровне. Замечательная клиентская поддержка всегда готова помочь и ответить на все вопросы. Удобный и интуитивно понятный интерфейс мобильного приложения который не только позволяет контролировать свои финансы но и совершать переводы оплачивать услуги и многое другое. Карты Тинькофф принимаются почти везде что облегчает пользование ими в будни и в путешествиях. Бонусная программа и акции делают использование карты еще более выгодным и интересным. Большой выбор продуктов и услуг самого банка а также партнеров позволяет подобрать именно то что нужно. В общем рекомендую Тинькофф банк всем кто ищет надежного и удобного банковского партнера.,5
Здравствуйте. Потерял свою картку Альфа банка. Перевыпустить новую карту стоит р. Позвонил в банк соединили с девушкой к сожалению имени не помню. Объяснил свою проблему о потери карты и что можно в этом случае сделать. Девушка оператор очень вежливо и доходчиво объяснила чтоб не платить за перевыпуск можно выпустить дополнительную карту которая будет привязана к моему же счету. Рассказала подробно как это сделать через приложение и что это бесплатно. Всё было четко и понятно разъяснено. Зашёл в приложение сделал запрос о выпуске карты и в кратчайшие сроки мне ее доставили на дом. Весьма доволен работой Альфа банка. Помогли решить мою проблему без затрат и быстро. Спасибо буду рекомендовать Альфа банк своим знакомым.,5
обратилась в тех. поддержку за изменением тарифы все быстро решили обьяснили радует за быструю и качественную поддержку помимо этого рассказали про условия все также разьяснили все понятно и доступно считаю тинькофф лучшим банком помимо всего этого радуют условия для клиентов банка,5
Обратился по поводу закрытия счёта в отделение города Кирова на Воровского . Думал попал в советский гастроном где меня облаяла кассирша что я тащусь без мелочи. При таком раскладе закрыл все счета в этом банке а хотел разместить вклад сделаю это в другом месте. Неприятное ощущение в других банках уважительно относятся.,5
Все замечательно быстро оперативно на вопросы доступным языком разъяснили во взаимодействии мобильное приложение совкомбанка сотрудник отделения банка помогли в получении кредита на рефинансирование кредитного продукта в другом банке помогли распечатать документы договора график платежей остальное . Огромное вам спасибо,3
Твердо приняв решение обуздать безналичный способ оплаты в году я стал выбирать подоходящий для меня банк. Спустя приличное количество времени мне пригляделся Тинькофф Банк которым я пользуюсь около полутора лет. Очень приятным для меня бонусом была акция приведи друга благодаря чему я получил бесплатное обслуживание дебетовой карты но на этом плюсы оформления не заканчиваются большой кешбек в категориях на выбор кешбек дня снятие наличных без комиссии бесплатные переводы бонусы на связь для Тинькофф мобайл и др. Не смотря на все вышеперечисленные бонусы можно отметить что Тинькофф работает на клиентов и не жадничает необычными акциями Приведи друга причем она работает почти со всеми продуктами Тинькофф банка а так же в сулчаях ошибки персонала тебе предоставляются бонусы ведь поддержка всегда идет тебе навстречу В заключение могу сказать что ни капли не пожалел о том что выбрал Тинькофф банк.,5
Оператор Тинькофф банка очень помог мне с возвратом денежных средств. Оператор сразу понял мою проблему подсказал как лучше поступить в данной ситуации и как итог отправил запрос в организацию на возврат средств и деньги мне вернули в течении х дней. Я очень благодарна оператору Тинькофф банка за помощь.,5
Здравствуйте. Хочу оставить слова благодарности выездному представителю Газпромбанка Валентине в городе Волжский Волгоградской области которая не оставила меня без карты несмотря на то что я несколько раз переносил встречу. В этом городе я оказался по работе на неделю и по совету коллег решил оформить себе карту для оплаты и для переводов от Газпромбанка и воспользовался бесплатным сервисом доставки карты представителем банка бесплатно. В начале этой недели я заказал карту вечером а на следующий день со мной связался банк подтвердить заявку на доставку карты представителем по тому адресу который я указал и на ту дату которую я указал оказалось это очень удобно и главное бесплатно сообщив что с до часов выездной представитель будет доставлять заказы и за час меня предупредят это очень удобно оказалось так как город небольшой весь город за полчаса можно успеть проехать. Итак . . г выездной представитель Валентина звонила мне ответил я не сразу был занят. Примерно в обед я ответил на звонок представитель Валентина звонила напомнить о встрече сегодня по доставке моей карты сообщила что примерно за час мне позвонит сообщила что с собой паспорт обязательно и сообщила что будет фотографировать меня и документы на встрече. Около ч вечера Валентина предупредила меня что в течении часа будет на месте я сообщил что пока занят и уточнил сможем ли мы перенести встречу хотя бы на ч вечера Валентина уточнила может ли подьехать по другому адресу где я нахожусь сейчас но мне было не удобно и Валентина сообщила что как мне будет удобно тогда встреча состоится в ч по тому адресу который я указал изначально. Честно говоря был удивлён и не рассчитывал что сотрудник пойдёт на встречу и будет ждать. Примерно за час Валентина позвонила и уточнила в буду ли я по адресу встречи я подтвердил. В Валентина позвонила и сообщила что ожидает по адресу меня а я ещё на тот момент не освободился и попросил еще передвинуть встречу на минут Валентина ответила положительно сообщив что будет ждать меня по адресу. В примерно я подъехал Валентина спросила где удобно подписать документы я сообщил что лучше подняться в квартиру и подписать. Подписали документы быстро меня сфотографировали с моей картой Валентина рассказала всё про мою карту помогла скачать приложение помогла пройти регистрацию несмотря на уже позднее время показала всю навигацию по приложению кешбекам сервисам смс оплате переводов по СБП. Мы активировали карту оплатой я связь оплатил. И Валентина попросила карту вставить в банкомат когда будет время и запросить баланс для активации пластика и для того чтобы безконтактная оплата заработала. Вот такая доброжелательная история знакомства с Газпромбанком.,5
